
unix,date,symbol,open,high,low,close,Volume 1INCH,Volume USD
1679281200000,2023-03-20 03:00:00,1INCH/USD,0.5418,0.5444,0.5404,0.5404,33.475034,18.0899083736
1679277600000,2023-03-20 02:00:00,1INCH/USD,0.5444,0.5444,0.5418,0.5418,16.456595,8.916183170999998
1679274000000,2023-03-20 01:00:00,1INCH/USD,0.5404,0.5444,0.5404,0.5444,36.922536,20.1006285984
1679270400000,2023-03-20 00:00:00,1INCH/USD,0.5478,0.5478,0.5404,0.5404,311.927842,168.5658058168
1679266800000,2023-03-19 23:00:00,1INCH/USD,0.545,0.5478,0.545,0.5478,233.435133,127.8757658574
1679263200000,2023-03-19 22:00:00,1INCH/USD,0.545,0.545,0.5449,0.545,10.128435,5.519997075
1679259600000,2023-03-19 21:00:00,1INCH/USD,0.5475,0.5475,0.5404,0.545,473.037281,257.805318145
1679256000000,2023-03-19 20:00:00,1INCH/USD,0.5533,0.556,0.5475,0.5475,163.647931,89.5972422225
1679252400000,2023-03-19 19:00:00,1INCH/USD,0.5504,0.556,0.5504,0.5533,766.387095,424.04197966350006
1679248800000,2023-03-19 18:00:00,1INCH/USD,0.5504,0.5504,0.5484,0.5504,19.082761,10.503151654400002
1679245200000,2023-03-19 17:00:00,1INCH/USD,0.526,0.5504,0.526,0.5504,2159.182284,1188.4139291136
1679241600000,2023-03-19 16:00:00,1INCH/USD,0.5629,0.5629,0.5151,0.526,4901.699447,2578.293909122
1679238000000,2023-03-19 15:00:00,1INCH/USD,0.5629,0.5629,0.5628,0.5629,8.660534,4.8750145886
1679234400000,2023-03-19 14:00:00,1INCH/USD,0.5629,0.5629,0.5609,0.5629,6.078844,3.4217812876
1679230800000,2023-03-19 13:00:00,1INCH/USD,0.5609,0.5629,0.5609,0.5629,8.476546,4.7714477434
1679227200000,2023-03-19 12:00:00,1INCH/USD,0.556,0.5629,0.556,0.5609,149.078493,83.6181267237
1679223600000,2023-03-19 11:00:00,1INCH/USD,0.5586,0.5586,0.5558,0.556,27.859997,15.490158332000002
1679220000000,2023-03-19 10:00:00,1INCH/USD,0.553,0.5586,0.5469,0.5586,836.139647,467.06760681419996
1679216400000,2023-03-19 09:00:00,1INCH/USD,0.573,0.573,0.5525,0.553,1485.075254,821.2466154620001
1679212800000,2023-03-19 08:00:00,1INCH/USD,0.5494,0.5743,0.5484,0.573,3891.33832,2229.7368573599997
1679209200000,2023-03-19 07:00:00,1INCH/USD,0.5299,0.5494,0.529,0.5494,2410.157507,1324.1405343458
1679205600000,2023-03-19 06:00:00,1INCH/USD,0.5273,0.5299,0.5273,0.5299,14.819236,7.852713156400001
1679202000000,2023-03-19 05:00:00,1INCH/USD,0.5253,0.5299,0.5251,0.5273,838.145731,441.9542439563
1679198400000,2023-03-19 04:00:00,1INCH/USD,0.5253,0.5253,0.5252,0.5253,15.109181,7.9368527793
1679194800000,2023-03-19 03:00:00,1INCH/USD,0.5323,0.5323,0.5253,0.5253,265.215262,139.3175771286
1679191200000,2023-03-19 02:00:00,1INCH/USD,0.5296,0.5323,0.5296,0.5323,30.416497,16.1907013531
1679187600000,2023-03-19 01:00:00,1INCH/USD,0.5363,0.5412,0.5296,0.5296,861.471681,456.23540225759996
1679184000000,2023-03-19 00:00:00,1INCH/USD,0.5321,0.5363,0.5321,0.5363,34.48505,18.494332315
1679180400000,2023-03-18 23:00:00,1INCH/USD,0.5386,0.5395,0.5321,0.5321,389.079167,207.0290247607
1679176800000,2023-03-18 22:00:00,1INCH/USD,0.5353,0.5478,0.5353,0.5386,1165.246855,627.601956103
1679173200000,2023-03-18 21:00:00,1INCH/USD,0.5361,0.5387,0.5353,0.5353,11.540454,6.1776050262
1679169600000,2023-03-18 20:00:00,1INCH/USD,0.5347,0.5387,0.5321,0.5361,450.014173,241.25259814530003
1679166000000,2023-03-18 19:00:00,1INCH/USD,0.5347,0.5347,0.5321,0.5347,6.690459,3.5773884272999994
1679162400000,2023-03-18 18:00:00,1INCH/USD,0.5321,0.5347,0.5321,0.5347,14.344741,7.6701330127
1679158800000,2023-03-18 17:00:00,1INCH/USD,0.5323,0.5341,0.5297,0.5321,64.766623,34.4623200983
1679155200000,2023-03-18 16:00:00,1INCH/USD,0.5313,0.5324,0.5297,0.5323,63.046987,33.5599111801
1679151600000,2023-03-18 15:00:00,1INCH/USD,0.5337,0.5359,0.5313,0.5313,63.72558,33.857400654
1679148000000,2023-03-18 14:00:00,1INCH/USD,0.5337,0.5359,0.5337,0.5337,41.881817,22.352325732899995
1679144400000,2023-03-18 13:00:00,1INCH/USD,0.535,0.5359,0.5337,0.5337,197.085392,105.1844737104
1679140800000,2023-03-18 12:00:00,1INCH/USD,0.5345,0.535,0.5328,0.535,137.304511,73.457913385
1679137200000,2023-03-18 11:00:00,1INCH/USD,0.5339,0.5345,0.5331,0.5345,13.533835,7.233834807499999
1679133600000,2023-03-18 10:00:00,1INCH/USD,0.5339,0.5339,0.5339,0.5339,11.241494,6.0018336466
1679130000000,2023-03-18 09:00:00,1INCH/USD,0.5321,0.5341,0.5313,0.5339,9.030926,4.8216113914
1679126400000,2023-03-18 08:00:00,1INCH/USD,0.5339,0.5341,0.5321,0.5321,11.311148,6.0186618508
1679122800000,2023-03-18 07:00:00,1INCH/USD,0.532,0.5339,0.532,0.5339,6.181338,3.3002163582000006
1679119200000,2023-03-18 06:00:00,1INCH/USD,0.5339,0.5339,0.532,0.532,3.731195,1.9849957400000002
1679115600000,2023-03-18 05:00:00,1INCH/USD,0.5323,0.5339,0.53,0.5339,120.329842,64.2441026438
1679112000000,2023-03-18 04:00:00,1INCH/USD,0.5313,0.5323,0.53,0.5323,39.651998,21.1067585354
1679108400000,2023-03-18 03:00:00,1INCH/USD,0.5291,0.5313,0.5284,0.5313,43.260815,22.9844710095
1679104800000,2023-03-18 02:00:00,1INCH/USD,0.5297,0.5298,0.5263,0.5291,165.912407,87.7842545437
1679101200000,2023-03-18 01:00:00,1INCH/USD,0.5226,0.5323,0.5226,0.5297,1401.899619,742.5862281842999
1679097600000,2023-03-18 00:00:00,1INCH/USD,0.5188,0.5226,0.5178,0.5226,445.58432,232.86236563199998
1679094000000,2023-03-17 23:00:00,1INCH/USD,0.5153,0.5188,0.5153,0.5188,21.456612,11.131690305600001
1679090400000,2023-03-17 22:00:00,1INCH/USD,0.5127,0.5153,0.5127,0.5153,157.05804,80.932008012
1679086800000,2023-03-17 21:00:00,1INCH/USD,0.5106,0.5127,0.5098,0.5127,25.229518,12.9351738786
1679083200000,2023-03-17 20:00:00,1INCH/USD,0.5123,0.5123,0.5106,0.5106,9.009776,4.6003916256
1679079600000,2023-03-17 19:00:00,1INCH/USD,0.5106,0.5123,0.5106,0.5123,23.102181,11.835247326300001
1679076000000,2023-03-17 18:00:00,1INCH/USD,0.5108,0.5108,0.5106,0.5106,11.721173,5.9848309338000005
1679072400000,2023-03-17 17:00:00,1INCH/USD,0.5074,0.5108,0.5074,0.5108,47.216931,24.118408354800003
1679068800000,2023-03-17 16:00:00,1INCH/USD,0.5202,0.5217,0.5074,0.5074,1571.441746,797.3495419203999
1679065200000,2023-03-17 15:00:00,1INCH/USD,0.5087,0.5267,0.5074,0.5202,3416.439573,1777.2318658746
1679061600000,2023-03-17 14:00:00,1INCH/USD,0.5098,0.52,0.5087,0.5087,1151.972907,586.0086177909001
1679058000000,2023-03-17 13:00:00,1INCH/USD,0.5098,0.5123,0.5098,0.5098,7.160595,3.6504713310000003
1679054400000,2023-03-17 12:00:00,1INCH/USD,0.5127,0.5127,0.5098,0.5098,14.333553,7.307245319400001
1679050800000,2023-03-17 11:00:00,1INCH/USD,0.5123,0.5127,0.5098,0.5127,32.981902,16.9098211554
1679047200000,2023-03-17 10:00:00,1INCH/USD,0.51,0.5123,0.5082,0.5123,112.581636,57.6755721228
1679043600000,2023-03-17 09:00:00,1INCH/USD,0.5051,0.51,0.5026,0.51,397.196498,202.57021398
1679040000000,2023-03-17 08:00:00,1INCH/USD,0.5059,0.5059,0.5026,0.5051,5.62656,2.8419754559999997
1679036400000,2023-03-17 07:00:00,1INCH/USD,0.5034,0.5059,0.5034,0.5059,9.219111,4.6639482549
1679032800000,2023-03-17 06:00:00,1INCH/USD,0.4946,0.5059,0.4946,0.5034,976.748724,491.6953076616
1679029200000,2023-03-17 05:00:00,1INCH/USD,0.4965,0.497,0.4946,0.4946,12.623552,6.243608819199999
1679025600000,2023-03-17 04:00:00,1INCH/USD,0.4939,0.497,0.4939,0.4965,16.924015,8.4027734475
1679022000000,2023-03-17 03:00:00,1INCH/USD,0.4955,0.4963,0.4938,0.4939,10.009577,4.9437300803
1679018400000,2023-03-17 02:00:00,1INCH/USD,0.4963,0.497,0.492,0.4955,766.007078,379.55650714899997
1679014800000,2023-03-17 01:00:00,1INCH/USD,0.4936,0.4963,0.4936,0.4963,15.399807,7.6429242141
1679011200000,2023-03-17 00:00:00,1INCH/USD,0.4955,0.4955,0.4936,0.4936,15.717383,7.7581002488
1679007600000,2023-03-16 23:00:00,1INCH/USD,0.497,0.497,0.4936,0.4955,181.021176,89.69599270799999
1679004000000,2023-03-16 22:00:00,1INCH/USD,0.4963,0.497,0.4957,0.497,25.204261,12.526517716999999
1679000400000,2023-03-16 21:00:00,1INCH/USD,0.4963,0.4963,0.494,0.4963,10.540281,5.2311414603
1678996800000,2023-03-16 20:00:00,1INCH/USD,0.5011,0.5011,0.494,0.4963,117.709005,58.418979181500006
1678993200000,2023-03-16 19:00:00,1INCH/USD,0.499,0.5011,0.4986,0.5011,10.959388,5.4917493268
1678989600000,2023-03-16 18:00:00,1INCH/USD,0.497,0.5027,0.497,0.499,255.790366,127.639392634
1678986000000,2023-03-16 17:00:00,1INCH/USD,0.494,0.4995,0.494,0.497,167.451968,83.223628096
1678982400000,2023-03-16 16:00:00,1INCH/USD,0.4963,0.4963,0.494,0.494,8.00664,3.9552801600000005
1678978800000,2023-03-16 15:00:00,1INCH/USD,0.4963,0.4963,0.4938,0.4963,6.001629,2.9786084727000004
1678975200000,2023-03-16 14:00:00,1INCH/USD,0.4947,0.4963,0.4944,0.4963,44.533201,22.1018276563
1678971600000,2023-03-16 13:00:00,1INCH/USD,0.497,0.5083,0.4924,0.4947,1118.971837,553.5553677639
1678968000000,2023-03-16 12:00:00,1INCH/USD,0.5011,0.5011,0.497,0.497,31.25071,15.53160287
1678964400000,2023-03-16 11:00:00,1INCH/USD,0.5011,0.5011,0.4999,0.5011,6.684319,3.3495122509
1678960800000,2023-03-16 10:00:00,1INCH/USD,0.5003,0.5011,0.499,0.5011,13.837912,6.9341777032
1678957200000,2023-03-16 09:00:00,1INCH/USD,0.4978,0.5003,0.4978,0.5003,11.380019,5.6934235057
1678953600000,2023-03-16 08:00:00,1INCH/USD,0.4995,0.5003,0.4978,0.4978,17.922868,8.9220036904
1678950000000,2023-03-16 07:00:00,1INCH/USD,0.4994,0.4995,0.4983,0.4995,12.37805,6.182835975
1678946400000,2023-03-16 06:00:00,1INCH/USD,0.4987,0.4995,0.4974,0.4994,13.657809,6.820709814600001
1678942800000,2023-03-16 05:00:00,1INCH/USD,0.4963,0.4987,0.4963,0.4987,11.713181,5.8413633647
1678939200000,2023-03-16 04:00:00,1INCH/USD,0.4986,0.5011,0.4963,0.4963,57.118141,28.347733378300003
1678935600000,2023-03-16 03:00:00,1INCH/USD,0.501,0.501,0.4986,0.4986,36.995524,18.4459682664
1678932000000,2023-03-16 02:00:00,1INCH/USD,0.4974,0.5045,0.4963,0.501,378.568084,189.662610084
1678928400000,2023-03-16 01:00:00,1INCH/USD,0.4986,0.4995,0.497,0.4974,39.993813,19.8929225862
1678924800000,2023-03-16 00:00:00,1INCH/USD,0.4914,0.5083,0.4914,0.4986,2293.223065,1143.401020209
1678921200000,2023-03-15 23:00:00,1INCH/USD,0.4933,0.4933,0.4914,0.4914,15.362797,7.549278445800001
1678917600000,2023-03-15 22:00:00,1INCH/USD,0.4933,0.4933,0.4931,0.4933,5.865047,2.8932276851
1678914000000,2023-03-15 21:00:00,1INCH/USD,0.4933,0.4933,0.4931,0.4933,66.52385,32.816215205
1678910400000,2023-03-15 20:00:00,1INCH/USD,0.4933,0.4933,0.4931,0.4933,3.731375,1.8406872875
1678906800000,2023-03-15 19:00:00,1INCH/USD,0.4931,0.4933,0.4931,0.4933,18.770491,9.2594832103
1678903200000,2023-03-15 18:00:00,1INCH/USD,0.4931,0.4933,0.4926,0.4931,44.28642,21.837633701999998
1678899600000,2023-03-15 17:00:00,1INCH/USD,0.4843,0.4931,0.4843,0.4931,47.055535,23.2030843085
1678896000000,2023-03-15 16:00:00,1INCH/USD,0.5002,0.516,0.4843,0.4843,4366.517425,2114.7043889275
1678892400000,2023-03-15 15:00:00,1INCH/USD,0.5106,0.5131,0.5002,0.5002,1061.291882,530.8581993764
1678888800000,2023-03-15 14:00:00,1INCH/USD,0.5131,0.5132,0.5106,0.5106,47.572515,24.290526159000002
1678885200000,2023-03-15 13:00:00,1INCH/USD,0.5166,0.5174,0.5106,0.5131,227.93345,116.952653195
1678881600000,2023-03-15 12:00:00,1INCH/USD,0.5225,0.5238,0.5139,0.5166,1312.859562,678.2232497292
1678878000000,2023-03-15 11:00:00,1INCH/USD,0.5273,0.5274,0.521,0.5225,252.565934,131.96570051499998
1678874400000,2023-03-15 10:00:00,1INCH/USD,0.5276,0.5288,0.5273,0.5273,18.473638,9.7411493174
1678870800000,2023-03-15 09:00:00,1INCH/USD,0.5281,0.5297,0.5276,0.5276,16.86421,8.897557196
1678867200000,2023-03-15 08:00:00,1INCH/USD,0.5289,0.5302,0.5281,0.5281,3.870518,2.0440205558
1678863600000,2023-03-15 07:00:00,1INCH/USD,0.5281,0.5302,0.5281,0.5289,5.729499,3.0303320211
1678860000000,2023-03-15 06:00:00,1INCH/USD,0.5285,0.5299,0.5281,0.5281,13.600224,7.1822782944000005
1678856400000,2023-03-15 05:00:00,1INCH/USD,0.5286,0.5304,0.5284,0.5285,71.679283,37.882501065499994
1678852800000,2023-03-15 04:00:00,1INCH/USD,0.5273,0.5294,0.5273,0.5286,7.202764,3.8073810503999996
1678849200000,2023-03-15 03:00:00,1INCH/USD,0.5291,0.5294,0.5273,0.5273,10.801381,5.6955682012999995
1678845600000,2023-03-15 02:00:00,1INCH/USD,0.5254,0.5291,0.5254,0.5291,142.463705,75.3775463155
1678842000000,2023-03-15 01:00:00,1INCH/USD,0.5201,0.5254,0.5201,0.5254,432.478462,227.22418393479998
1678838400000,2023-03-15 00:00:00,1INCH/USD,0.522,0.522,0.52,0.5201,17.634867,9.1718943267
1678834800000,2023-03-14 23:00:00,1INCH/USD,0.5214,0.522,0.5214,0.522,14.598984,7.620669648
1678831200000,2023-03-14 22:00:00,1INCH/USD,0.5191,0.5214,0.5191,0.5214,28.560988,14.891699143199999
1678827600000,2023-03-14 21:00:00,1INCH/USD,0.525,0.525,0.5191,0.5191,1149.166837,596.5325050867
1678824000000,2023-03-14 20:00:00,1INCH/USD,0.5234,0.525,0.5232,0.525,45.872163,24.082885575000002
1678820400000,2023-03-14 19:00:00,1INCH/USD,0.5288,0.5291,0.5234,0.5234,142.047172,74.3474898248
1678816800000,2023-03-14 18:00:00,1INCH/USD,0.5243,0.5291,0.5243,0.5288,403.823445,213.541837716
1678813200000,2023-03-14 17:00:00,1INCH/USD,0.52,0.5243,0.52,0.5243,520.580621,272.9404195903
1678809600000,2023-03-14 16:00:00,1INCH/USD,0.5204,0.522,0.5195,0.52,318.375147,165.55507644000002
1678806000000,2023-03-14 15:00:00,1INCH/USD,0.5172,0.5204,0.5172,0.5204,305.581593,159.0246609972
1678802400000,2023-03-14 14:00:00,1INCH/USD,0.5156,0.5172,0.5156,0.5172,371.789087,192.2893157964
1678798800000,2023-03-14 13:00:00,1INCH/USD,0.5155,0.516,0.5155,0.5156,40.481377,20.8721979812
1678795200000,2023-03-14 12:00:00,1INCH/USD,0.4981,0.5155,0.497,0.5155,1853.362663,955.4084527765
1678791600000,2023-03-14 11:00:00,1INCH/USD,0.4981,0.4981,0.4962,0.4981,2.660373,1.3251317912999998
1678788000000,2023-03-14 10:00:00,1INCH/USD,0.4962,0.4981,0.4962,0.4981,7.378685,3.6753229985
1678784400000,2023-03-14 09:00:00,1INCH/USD,0.4962,0.4976,0.4962,0.4962,8.956435,4.444183047
1678780800000,2023-03-14 08:00:00,1INCH/USD,0.4965,0.4987,0.4962,0.4962,24.201733,12.0088999146
1678777200000,2023-03-14 07:00:00,1INCH/USD,0.4981,0.4987,0.4964,0.4965,7.287063,3.6180267795
1678773600000,2023-03-14 06:00:00,1INCH/USD,0.498,0.4981,0.498,0.4981,7.412667,3.6922494326999997
1678770000000,2023-03-14 05:00:00,1INCH/USD,0.4986,0.4986,0.4963,0.498,28.610822,14.248189356
1678766400000,2023-03-14 04:00:00,1INCH/USD,0.5007,0.5007,0.4964,0.4986,169.608811,84.5669531646
1678762800000,2023-03-14 03:00:00,1INCH/USD,0.4996,0.5007,0.4988,0.5007,3.714794,1.8599973558
1678759200000,2023-03-14 02:00:00,1INCH/USD,0.4996,0.5007,0.4996,0.4996,5.032058,2.5140161768000002
1678755600000,2023-03-14 01:00:00,1INCH/USD,0.5004,0.5005,0.4996,0.4996,18.364721,9.1750146116
1678752000000,2023-03-14 00:00:00,1INCH/USD,0.4938,0.5007,0.4938,0.5004,312.698673,156.47441596919998
1678748400000,2023-03-13 23:00:00,1INCH/USD,0.4941,0.4952,0.4938,0.4938,25.577546,12.630192214800001
1678744800000,2023-03-13 22:00:00,1INCH/USD,0.4895,0.5007,0.4895,0.4941,1515.661735,748.8884632635
1678741200000,2023-03-13 21:00:00,1INCH/USD,0.4934,0.4955,0.4771,0.4895,4997.532933,2446.2923707035
1678737600000,2023-03-13 20:00:00,1INCH/USD,0.4944,0.4944,0.4934,0.4934,7.424725,3.6633593149999997
1678734000000,2023-03-13 19:00:00,1INCH/USD,0.4944,0.4944,0.4932,0.4944,6.09463,3.013185072
1678730400000,2023-03-13 18:00:00,1INCH/USD,0.4928,0.4944,0.4928,0.4944,11.699189,5.7840790416
1678726800000,2023-03-13 17:00:00,1INCH/USD,0.4926,0.4944,0.4926,0.4928,51.905813,25.5791846464
1678723200000,2023-03-13 16:00:00,1INCH/USD,0.49,0.4937,0.4898,0.4926,607.978211,299.4900667386
1678719600000,2023-03-13 15:00:00,1INCH/USD,0.4805,0.49,0.4805,0.49,1023.189105,501.36266145
1678716000000,2023-03-13 14:00:00,1INCH/USD,0.4741,0.4805,0.4719,0.4805,411.686835,197.81552421749998
1678712400000,2023-03-13 13:00:00,1INCH/USD,0.4708,0.4741,0.4708,0.4741,17.104844,8.1094065404
1678708800000,2023-03-13 12:00:00,1INCH/USD,0.4708,0.4726,0.4708,0.4708,5.8021,2.73162868
1678705200000,2023-03-13 11:00:00,1INCH/USD,0.4726,0.4726,0.4708,0.4708,8.97934,4.227473272
1678701600000,2023-03-13 10:00:00,1INCH/USD,0.4709,0.4726,0.4708,0.4726,12.660181,5.9832015406000005
1678698000000,2023-03-13 09:00:00,1INCH/USD,0.4711,0.4734,0.4708,0.4709,49.27878,23.205377501999997
1678694400000,2023-03-13 08:00:00,1INCH/USD,0.4734,0.4734,0.471,0.4711,87.40046,41.174356706
1678690800000,2023-03-13 07:00:00,1INCH/USD,0.4775,0.4823,0.4708,0.4734,520.662941,246.48183626940002
1678687200000,2023-03-13 06:00:00,1INCH/USD,0.4797,0.4797,0.4775,0.4775,5.182758,2.474766945
1678683600000,2023-03-13 05:00:00,1INCH/USD,0.4797,0.4797,0.4775,0.4797,2.863446,1.3735950462000002
1678680000000,2023-03-13 04:00:00,1INCH/USD,0.4767,0.4797,0.4767,0.4797,43.454607,20.8451749779
1678676400000,2023-03-13 03:00:00,1INCH/USD,0.4786,0.4797,0.4767,0.4767,17.145025,8.173033417500001
1678672800000,2023-03-13 02:00:00,1INCH/USD,0.479,0.4797,0.4775,0.4786,99.568966,47.6537071276
1678669200000,2023-03-13 01:00:00,1INCH/USD,0.477,0.479,0.4759,0.479,299.265538,143.34819270199998
1678665600000,2023-03-13 00:00:00,1INCH/USD,0.4677,0.477,0.4677,0.477,1044.466405,498.21047518499995
1678662000000,2023-03-12 23:00:00,1INCH/USD,0.4594,0.4677,0.4594,0.4677,1118.99801,523.355369277
1678658400000,2023-03-12 22:00:00,1INCH/USD,0.4524,0.4594,0.4524,0.4594,831.31421,381.905748074
1678654800000,2023-03-12 21:00:00,1INCH/USD,0.4518,0.4524,0.4508,0.4524,200.837217,90.85875697080002
1678651200000,2023-03-12 20:00:00,1INCH/USD,0.4509,0.4518,0.449,0.4518,718.224367,324.4937690106
1678647600000,2023-03-12 19:00:00,1INCH/USD,0.4504,0.4509,0.4492,0.4509,20.90427,9.425735343000001
1678644000000,2023-03-12 18:00:00,1INCH/USD,0.4491,0.4504,0.4491,0.4504,40.393978,18.1934476912
1678640400000,2023-03-12 17:00:00,1INCH/USD,0.4477,0.4491,0.4463,0.4491,16.420663,7.3745197533
1678636800000,2023-03-12 16:00:00,1INCH/USD,0.4477,0.4477,0.4458,0.4477,9.691779,4.3390094583
1678633200000,2023-03-12 15:00:00,1INCH/USD,0.4469,0.4484,0.4458,0.4477,19.936237,8.9254533049
1678629600000,2023-03-12 14:00:00,1INCH/USD,0.4497,0.4509,0.4469,0.4469,108.591793,48.5296722917
1678626000000,2023-03-12 13:00:00,1INCH/USD,0.4482,0.4497,0.4476,0.4497,8.958987,4.0288564539000005
1678622400000,2023-03-12 12:00:00,1INCH/USD,0.4489,0.4493,0.4476,0.4482,26.500261,11.8774169802
1678618800000,2023-03-12 11:00:00,1INCH/USD,0.4462,0.4509,0.4462,0.4489,117.40142,52.701497438000004
1678615200000,2023-03-12 10:00:00,1INCH/USD,0.4477,0.4483,0.4462,0.4462,11.214264,5.0038045968
1678611600000,2023-03-12 09:00:00,1INCH/USD,0.4477,0.4477,0.4455,0.4477,4.902734,2.1949540117999997
1678608000000,2023-03-12 08:00:00,1INCH/USD,0.4454,0.4477,0.445,0.4477,49.242477,22.0458569529
1678604400000,2023-03-12 07:00:00,1INCH/USD,0.4455,0.447,0.4449,0.4454,2.326915,1.036407941
1678600800000,2023-03-12 06:00:00,1INCH/USD,0.4489,0.449,0.4455,0.4455,55.183268,24.584145894
1678597200000,2023-03-12 05:00:00,1INCH/USD,0.4463,0.4489,0.4453,0.4489,68.925978,30.940871524200002
1678593600000,2023-03-12 04:00:00,1INCH/USD,0.4444,0.4505,0.4442,0.4463,331.864752,148.1112388176
1678590000000,2023-03-12 03:00:00,1INCH/USD,0.4435,0.4457,0.4422,0.4444,61.465916,27.3154530704
1678586400000,2023-03-12 02:00:00,1INCH/USD,0.447,0.447,0.4435,0.4435,32.703023,14.503790700500002
1678582800000,2023-03-12 01:00:00,1INCH/USD,0.447,0.447,0.4469,0.447,11.430139,5.109272133
1678579200000,2023-03-12 00:00:00,1INCH/USD,0.4482,0.45,0.4449,0.447,354.540982,158.479818954
1678575600000,2023-03-11 23:00:00,1INCH/USD,0.4462,0.4482,0.4462,0.4482,12.845834,5.7575027988
1678572000000,2023-03-11 22:00:00,1INCH/USD,0.4477,0.4477,0.4455,0.4462,3.026914,1.3506090268
1678568400000,2023-03-11 21:00:00,1INCH/USD,0.4417,0.4477,0.4417,0.4477,312.90359,140.086937243
1678564800000,2023-03-11 20:00:00,1INCH/USD,0.4437,0.4437,0.4395,0.4417,66.634245,29.432346016500002
1678561200000,2023-03-11 19:00:00,1INCH/USD,0.4436,0.4437,0.4415,0.4437,4.275534,1.8970544358
1678557600000,2023-03-11 18:00:00,1INCH/USD,0.443,0.4436,0.4429,0.4436,18.775927,8.3290012172
1678554000000,2023-03-11 17:00:00,1INCH/USD,0.4409,0.443,0.4409,0.443,135.076702,59.83897898600001
1678550400000,2023-03-11 16:00:00,1INCH/USD,0.4429,0.4449,0.4409,0.4409,48.553138,21.4070785442
1678546800000,2023-03-11 15:00:00,1INCH/USD,0.4435,0.4453,0.4429,0.4429,7.168839,3.1750787931000004
1678543200000,2023-03-11 14:00:00,1INCH/USD,0.443,0.445,0.4412,0.4435,76.683553,34.009155755500004
1678539600000,2023-03-11 13:00:00,1INCH/USD,0.443,0.443,0.4412,0.443,4.110939,1.821145977
1678536000000,2023-03-11 12:00:00,1INCH/USD,0.4416,0.443,0.4412,0.443,16.374869,7.254066967
1678532400000,2023-03-11 11:00:00,1INCH/USD,0.4444,0.4444,0.4415,0.4416,25.75233,11.372228928
1678528800000,2023-03-11 10:00:00,1INCH/USD,0.4435,0.4444,0.4422,0.4444,5.227366,2.3230414504
1678525200000,2023-03-11 09:00:00,1INCH/USD,0.4409,0.4444,0.439,0.4435,778.620332,345.31811724199997
1678521600000,2023-03-11 08:00:00,1INCH/USD,0.4297,0.4417,0.4272,0.4409,5040.372635,2222.3002947715
1678518000000,2023-03-11 07:00:00,1INCH/USD,0.4469,0.4491,0.4297,0.4297,2892.070671,1242.7227673287
1678514400000,2023-03-11 06:00:00,1INCH/USD,0.4524,0.4524,0.4469,0.4469,205.224783,91.71495552270001
1678510800000,2023-03-11 05:00:00,1INCH/USD,0.4491,0.455,0.4435,0.4524,820.849995,371.352537738
1678507200000,2023-03-11 04:00:00,1INCH/USD,0.4415,0.4496,0.4415,0.4491,460.917839,206.9982014949
